,db_id,original_sql
4059,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE b.bond_type = 'peptide' ORDER BY m.molecule_id ASC, a.atom_id DESC, b.bond_type ASC"
4060,formula_1,"SELECT driverid, COUNT(*) FROM laptimes GROUP BY driverid HAVING COUNT(*) > 75;"
4061,student_club,"SELECT e.event_name, SUM(b.spent) AS total_expenses FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2023-10-01' AND '2024-03-31' AND e.type = 'Training' GROUP BY e.event_name HAVING SUM(b.spent) > 1200 ORDER BY total_expenses DESC LIMIT 3"
4062,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1 AND q3 IS NOT NULL AND q3 <> '0' AND q3 LIKE '5%' AND q3 NOT LIKE '1%' AND q3 NOT LIKE '2%' AND q3 NOT LIKE '3%' AND q3 NOT LIKE '4%'"
4063,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.aptt FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'SLE' AND l.aptt > 60 GROUP BY p.diagnosis, l.aptt HAVING COUNT(*) > 1) AS j ON (p.diagnosis = j.diagnosis AND l.aptt = j.aptt)"
4064,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.alb, 0) AS albumin_level FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id WHERE l.date BETWEEN '2021-07-01' AND '2023-06-30' ORDER BY p.id DESC NULLS LAST"
4065,student_club,"WITH member_privileges_analysis AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY privilege_level ORDER BY COUNT(1) DESC) AS rank, 'Privilege Top 4' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Development' GROUP BY privilege_level, member_id), privilege_members AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY member_id ORDER BY COUNT(1) DESC) AS rank, 'Member Top Privilege' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Development' GROUP BY privilege_level, member_id) SELECT privilege_level, member_id, total_privileges, result_type FROM member_privileges_analysis WHERE rank <= 4 UNION ALL SELECT privilege_level, member_id, total_privileges, result_type FROM privilege_members WHERE rank = 1 ORDER BY result_type, privilege_level, member_id"
4066,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE b.bond_type = 'single' AND m.label LIKE 'O2%' ORDER BY m.molecule_id DESC, a.atom_id ASC, b.bond_type DESC"
4067,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MAX(id) FROM player WHERE player_name LIKE 'Fab%' AND player_fifa_api_id > 660000 AND height > 181 AND weight < 88);"
4068,codebase_community,"SELECT DISTINCT u.id AS user_id, u.displayname, u.reputation, b.name AS badge_name, b.date AS badge_date FROM users AS u LEFT JOIN badges AS b ON b.userid = u.id AND b.name = 'Electorate' WHERE u.reputation >= 10000 AND u.creationdate > '2018-01-01'"
4069,student_club,"SELECT e.event_name, SUM(b.spent) AS total_expenses FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2023-10-01' AND '2024-03-31' AND e.type = 'Fundraiser' GROUP BY e.event_name HAVING SUM(b.spent) > 2500 ORDER BY total_expenses DESC LIMIT 3"
4070,toxicology,"SELECT a1.molecule_id, a2.molecule_id FROM atom AS a1 INNER JOIN atom AS a2 ON (a1.molecule_id, a2.molecule_id) IN (('MOL1200', 'MOL1201'), ('MOL1200', 'MOL1202'), ('MOL1201', 'MOL1202'))"
4071,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE bl.transact_dt_tm BETWEEN '2025-01-01' AND '2025-12-31' AND m.label LIKE 'CH4%' ORDER BY m.molecule_id ASC, a.atom_id DESC, bl.transact_dt_tm ASC"
4072,student_club,"WITH member_expenses AS (SELECT link_to_member, expense_id, SUM(cost) AS total_cost, ROW_NUMBER() OVER (PARTITION BY link_to_member ORDER BY SUM(cost) DESC) AS rank, 'Member Top 3' AS result_type FROM expense WHERE approved = 'No' AND cost < 50 GROUP BY link_to_member, expense_id), expense_members AS (SELECT link_to_member, expense_id, SUM(cost) AS total_cost, ROW_NUMBER() OVER (PARTITION BY expense_id ORDER BY SUM(cost) DESC) AS rank, 'Expense Top Member' AS result_type FROM expense WHERE approved = 'No' AND cost < 50 GROUP BY link_to_member, expense_id) SELECT link_to_member, expense_id, total_cost, result_type FROM member_expenses WHERE rank <= 3 UNION ALL SELECT link_to_member, expense_id, total_cost, result_type FROM expense_members WHERE rank = 1 ORDER BY result_type, link_to_member, expense_id"
4073,toxicology,"SELECT molecule_id, MAX(CASE WHEN rn = 1 THEN label END) AS label_1, MAX(CASE WHEN rn = 2 THEN label END) AS label_2 FROM (SELECT molecule_id, label, ROW_NUMBER() OVER (PARTITION BY molecule_id ORDER BY label DESC) AS rn FROM molecule) AS subquery WHERE rn <= 3 GROUP BY molecule_id ORDER BY molecule_id"
4074,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'Z%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Zoo%')"
4075,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.cpk, 0) AS creatine_phosphokinase_status FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id ORDER BY p.id DESC NULLS LAST"
4076,california_schools,"SELECT cdscode, COUNT(eilname) FROM schools WHERE county = 'Del Norte County' GROUP BY cdscode LIMIT 43"
4077,financial,"SELECT player_id FROM player_stats GROUP BY player_id HAVING COUNT(match_id) > 5 AND (MAX(assists) - MIN(assists)) > 4;"
4078,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_id, bl.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'P' ORDER BY m.molecule_id ASC, a.atom_id ASC, bl.transact_dt_tm DESC"
4079,financial,"SELECT MAX(a16) FROM (SELECT a16, DENSE_RANK() OVER (ORDER BY a16 DESC NULLS LAST) AS Rank FROM district) AS E WHERE (Rank = 3)"
4080,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_id, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'W' ORDER BY m.molecule_id DESC, a.atom_id ASC, bl.transact_dt_tm DESC"
4081,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.element ASC) AS rnk FROM atom a) subquery WHERE rnk <= 6"
4082,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS BETWEEN 271 AND 280 GROUP BY RACEID"
4083,superhero,"SELECT CASE WHEN s.id = 700 THEN 700 WHEN s.id = 701 THEN 701 WHEN s.id = 702 THEN 702 END AS fixed_id, s.superhero_name, c.colour FROM superhero AS s JOIN colour AS c ON s.hair_colour_id = c.id WHERE s.id IN (700, 701, 702) AND c.colour = 'Blue'"
4084,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1 AND q3 IS NOT NULL AND q3 <> '0' AND q3 LIKE '3%' AND q3 NOT LIKE '1%' AND q3 NOT LIKE '2%' AND q3 NOT LIKE '4%' AND q3 NOT LIKE '5%' AND q3 NOT LIKE '6%'"
4085,european_football_2,"SELECT t1.team_short_name, t2.defencepressureclass FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.defencepressure BETWEEN 45 AND 65 AND t2.buildupplayspeed > 70"
4086,toxicology,"SELECT
  molecule.molecule_id,
  MIN(atom.atom_id) AS first_atom_id
FROM molecule
INNER JOIN atom ON molecule.molecule_id = atom.molecule_id
GROUP BY molecule.molecule_id;"
4087,formula_1,"SELECT d.forename, d.surname, r.fastestlapspeed FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlapspeed IS NOT NULL AND r.position <= 10 ORDER BY r.fastestlaptime DESC LIMIT 7;"
4088,superhero,"SELECT s.superhero_name, g.gender, p.power_name FROM superhero s JOIN gender g ON s.gender_id = g.id JOIN hero_power hp ON s.id = hp.hero_id JOIN superpower p ON hp.power_id = p.id WHERE s.alignment_id = 2 AND s.weight_kg BETWEEN 50 AND 70 AND s.height_cm > 180"
4089,esophageal,"SELECT
    patients.patient_id,
    demographics.height,
    treatment_and_followup.primary_pathology_karnofsky_performance_score,
    MIN(primary_pathology_karnofsky_performance_score) AS min_performance_score
    FROM patients
    JOIN treatment_and_followup ON patients.patient_id = treatment_and_followup.patient_id
    JOIN demographics ON patients.patient_id = demographics.patient_id
    WHERE informed_consent_verified = TRUE AND treatment_and_followup.primary_pathology_karnofsky_performance_score IS NOT NULL
    GROUP BY patients.patient_id, demographics.height, treatment_and_followup.primary_pathology_karnofsky_performance_score
    ORDER BY patients.patient_id;"
4090,formula_1,"SELECT d.forename, d.surname, r.fastestlaptime FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlaptime IS NOT NULL AND r.position <= 5 AND r.points > 18 ORDER BY r.fastestlaptime DESC LIMIT 8;"
4091,california_schools,"SELECT s.district FROM schools s WHERE s.county IN ('San Luis Obispo', 'Santa Barbara') AND s.charter = 0 AND s.magnet = 1 AND s.virtual = 'N' GROUP BY s.district HAVING COUNT(DISTINCT s.county) = 3;"
4092,formula_1,"SELECT raceid, q2 FROM (SELECT raceid, q2, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) ASC) AS rank FROM qualifying GROUP BY raceid, q2) subq WHERE rank = 1 AND q2 IS NOT NULL AND q2 <> '0' AND q2 NOT LIKE '1%'"
4093,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE bl.transact_dt_tm BETWEEN '2023-07-01' AND '2023-12-31' ORDER BY m.molecule_id DESC, a.atom_id ASC, bl.transact_dt_tm ASC"
4094,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, t.atom_id FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN test AS t ON a.atom_id = t.atom_id WHERE a.element = 'S' ORDER BY m.molecule_id ASC, a.atom_id DESC, t.atom_id ASC"
4095,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE bl.transact_dt_tm BETWEEN '2024-07-01' AND '2024-12-31' AND m.label LIKE 'O2%' ORDER BY m.molecule_id ASC, a.atom_id DESC, bl.transact_dt_tm ASC"
4096,toxicology,"SELECT m.molecule_id, m.label, b.bond_type FROM molecule AS m INNER JOIN bond_list AS b ON m.molecule_id = b.molecule_id WHERE b.bond_type LIKE 'j%' ORDER BY m.label NULLS FIRST, b.transact_dt_tm NULLS FIRST"
4097,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_ref.bond_type, bond_ref.bond_seq FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id INNER JOIN bond_ref ON bond_list.bond_type = bond_ref.bond_type WHERE atom.element = 'Ge' ORDER BY molecule.molecule_id DESC, atom.atom_id ASC, bond_ref.bond_seq NULLS LAST"
4098,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplaydribbling, ta.buildupplaydribblingclass, ta.chancecreationcrossing, ta.chancecreationcrossingclass, ta.defencepressure, ta.defencepressureclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2014-02-15 00:00:00'"
4099,card_games,"SELECT cards.artist, CASE WHEN EXISTS (SELECT * FROM card_type WHERE card_type.cardid = cards.id AND card_type.type = 'Enchantment') THEN 'enchantment' ELSE 'not enchantment' END FROM cards"
4100,financial,"SELECT p.player_id, p.match_id, p.assists FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.assists > 3 AND pr.overall_rating BETWEEN 85 AND 95 AND pr.potential_rating > 90 AND p.minutes_played > 70 LIMIT 190;"
4101,financial,"SELECT MAX(assists) FROM (SELECT assists, DENSE_RANK() OVER (ORDER BY assists DESC NULLS LAST) AS Rank FROM player_stats) AS E WHERE (Rank = 2)"
4102,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE a.element = 'Pt' ORDER BY m.molecule_id DESC, a.atom_id NULLS FIRST, c.atom_id2 NULLS LAST"
4103,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Mg' AND br.bond_seq > 3 ORDER BY m.molecule_id DESC, a.atom_id ASC, br.bond_seq DESC"
4104,toxicology,"SELECT (SELECT COUNT(*) FROM atom WHERE molecule_id = 'MOL006') AS molecule_id_count, element, COUNT(*) AS element_count FROM atom GROUP BY ROLLUP (element)"
4105,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplaydribbling, ta.buildupplaydribblingclass, ta.chancecreationpassing, ta.chancecreationpassingclass, ta.defencepressure, ta.defencepressureclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2015-07-20 00:00:00'"
4106,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'van der Waals' AND molecule.label LIKE 'Fat%'"
4107,california_schools,"SELECT s.dname AS district, sch.school, AVG(s.avgscrmath * 1.0 + s.avgscrread * 0.5 + s.avgscrwrite * 0.5) AS balanced_composite_score FROM satscores s JOIN schools sch ON s.cds = sch.cdscode WHERE s.dname IN (SELECT s.dname FROM satscores s GROUP BY s.dname ORDER BY AVG(s.avgscrmath * 1.0 + s.avgscrread * 0.5 + s.avgscrwrite * 0.5) DESC nulls last LIMIT 5) GROUP BY s.dname, sch.school ORDER BY s.dname, balanced_composite_score DESC;"
4108,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.transact_dt_tm ASC) AS rnk FROM bond_list a) subquery WHERE rnk <= 5"
4109,european_football_2,"SELECT P.player_name, P.height, PA.interceptions FROM player AS P JOIN player_attributes AS PA ON P.player_api_id = PA.player_api_id WHERE P.height BETWEEN 170 AND 180 AND PA.interceptions > 80"
4110,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Mn' AND br.bond_seq > 4 ORDER BY m.molecule_id ASC, a.atom_id NULLS LAST, br.bond_seq NULLS FIRST"
4111,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplaypassing, ta.buildupplaypassingclass, ta.chancecreationpassing, ta.chancecreationpassingclass, ta.defenceaggression, ta.defenceaggressionclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2017-09-15 00:00:00'"
4112,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.dna FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'APS' AND l.dna = 'Positive' GROUP BY p.diagnosis, l.dna HAVING COUNT(*) > 2) AS j ON (p.diagnosis = j.diagnosis AND l.dna = j.dna)"
4113,superhero,"SELECT sqP.publisher_count AS total_by_publisher, P.publisher_name AS publisher, C.colour AS skin_colour, sqPC.publisher_colour_count AS count_by_publisher_colour FROM (SELECT publisher_id, COUNT(*) AS publisher_count FROM superhero WHERE publisher_id IS NOT NULL GROUP BY publisher_id) sqP INNER JOIN (SELECT publisher_id, skin_colour_id, COUNT(*) AS publisher_colour_count FROM superhero WHERE skin_colour_id IS NOT NULL GROUP BY publisher_id, skin_colour_id) sqPC ON sqP.publisher_id = sqPC.publisher_id INNER JOIN publisher P ON sqP.publisher_id = P.id INNER JOIN colour C ON sqPC.skin_colour_id = C.id WHERE C.colour LIKE 'Bronze%' ORDER BY P.publisher_name, C.colour;"
4114,codebase_community,"SELECT week_created, displayname, cnt_badges FROM (SELECT EXTRACT(WEEK FROM CAST(b.date AS DATE)) AS week_created, u.displayname, COUNT(b.id) AS cnt_badges, RANK() OVER (PARTITION BY EXTRACT(WEEK FROM CAST(b.date AS DATE)) ORDER BY COUNT(b.id) DESC NULLS LAST) AS rn FROM badges AS b INNER JOIN users AS u ON b.userid = u.id GROUP BY EXTRACT(WEEK FROM CAST(b.date AS DATE)), u.id, u.displayname) AS b WHERE rn <= 7 ORDER BY week_created NULLS FIRST, cnt_badges DESC NULLS LAST"
4115,superhero,"SELECT sqP.publisher_count AS total_by_publisher, P.publisher_name AS publisher, C.colour AS skin_colour, sqPC.publisher_colour_count AS count_by_publisher_colour FROM (SELECT publisher_id, COUNT(*) AS publisher_count FROM superhero WHERE publisher_id IS NOT NULL GROUP BY publisher_id) sqP INNER JOIN (SELECT publisher_id, skin_colour_id, COUNT(*) AS publisher_colour_count FROM superhero WHERE skin_colour_id IS NOT NULL GROUP BY publisher_id, skin_colour_id) sqPC ON sqP.publisher_id = sqPC.publisher_id INNER JOIN publisher P ON sqP.publisher_id = P.id INNER JOIN colour C ON sqPC.skin_colour_id = C.id WHERE C.colour LIKE 'Pink%' ORDER BY P.publisher_name, C.colour;"
4116,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Cr' AND br.bond_seq BETWEEN 1 AND 4 ORDER BY m.molecule_id ASC, a.atom_id DESC, br.bond_seq ASC"
